symbol,type,entry_time,exit_time,entry_price,exit_price,gross_pnl,fees,net_pnl,result,bars_held,position_size,leverage
AVAAIUSDT,SHORT,2025-12-15 05:27:00+00:00,2025-12-15 06:45:00+00:00,0.008819,0.00890719,-10.000000000000016,1.2,-11.200000000000015,LOSS,26,100.0,10
AVAAIUSDT,SHORT,2025-12-15 08:51:00+00:00,2025-12-15 10:15:00+00:00,0.008973,0.00879354,19.999999999999925,1.2,18.799999999999926,WIN,28,100.0,10
AVAAIUSDT,SHORT,2025-12-15 09:42:00+00:00,2025-12-15 11:06:00+00:00,0.008876,0.00896476,-10.000000000000027,1.2,-11.200000000000026,LOSS,28,100.0,10
AVAAIUSDT,SHORT,2025-12-15 10:57:00+00:00,2025-12-15 11:03:00+00:00,0.008807,0.008895070000000001,-10.000000000000098,1.2,-11.200000000000097,LOSS,2,100.0,10
AVAAIUSDT,SHORT,2025-12-15 11:00:00+00:00,2025-12-15 11:03:00+00:00,0.008832,0.008920319999999999,-9.999999999999929,1.2,-11.199999999999928,LOSS,1,100.0,10
AVAAIUSDT,SHORT,2025-12-15 15:36:00+00:00,2025-12-15 15:42:00+00:00,0.009354,0.009447539999999999,-9.999999999999957,1.2,-11.199999999999957,LOSS,2,100.0,10
AVAAIUSDT,SHORT,2025-12-15 21:09:00+00:00,2025-12-15 22:27:00+00:00,0.009447,0.00925806,20.00000000000003,1.2,18.80000000000003,WIN,26,100.0,10
AVAAIUSDT,SHORT,2025-12-15 21:33:00+00:00,2025-12-15 22:42:00+00:00,0.009435,0.0092463,19.999999999999996,1.2,18.799999999999997,WIN,23,100.0,10
AVAAIUSDT,SHORT,2025-12-16 01:36:00+00:00,2025-12-16 02:06:00+00:00,0.00936,0.0094536,-9.999999999999918,1.2,-11.199999999999918,LOSS,10,100.0,10
AVAAIUSDT,SHORT,2025-12-16 05:36:00+00:00,2025-12-16 06:06:00+00:00,0.009416,0.00951016,-9.999999999999934,1.2,-11.199999999999934,LOSS,10,100.0,10
AVAAIUSDT,SHORT,2025-12-16 05:39:00+00:00,2025-12-16 06:06:00+00:00,0.009429,0.00952329,-10.000000000000036,1.2,-11.200000000000035,LOSS,9,100.0,10
AVAAIUSDT,SHORT,2025-12-16 10:27:00+00:00,2025-12-16 10:45:00+00:00,0.009721,0.00981821,-10.000000000000036,1.2,-11.200000000000035,LOSS,6,100.0,10
AVAAIUSDT,SHORT,2025-12-16 10:30:00+00:00,2025-12-16 10:42:00+00:00,0.009691,0.00978791,-10.000000000000043,1.2,-11.200000000000042,LOSS,4,100.0,10
AVAAIUSDT,SHORT,2025-12-16 14:57:00+00:00,2025-12-16 15:00:00+00:00,0.012848,0.01297648,-10.00000000000002,1.2,-11.200000000000019,LOSS,1,100.0,10
AVAAIUSDT,SHORT,2025-12-16 16:06:00+00:00,2025-12-16 16:15:00+00:00,0.012169,0.01192562,19.99999999999997,1.2,18.799999999999972,WIN,3,100.0,10
AVAAIUSDT,SHORT,2025-12-16 18:09:00+00:00,2025-12-16 18:30:00+00:00,0.011164,0.01094072,20.000000000000092,1.2,18.800000000000093,WIN,7,100.0,10
AVAAIUSDT,SHORT,2025-12-16 18:12:00+00:00,2025-12-16 18:30:00+00:00,0.011184,0.010960319999999999,20.00000000000004,1.2,18.80000000000004,WIN,6,100.0,10
AVAAIUSDT,SHORT,2025-12-16 22:57:00+00:00,2025-12-16 23:06:00+00:00,0.011424,0.01119552,19.999999999999968,1.2,18.79999999999997,WIN,3,100.0,10
AVAAIUSDT,SHORT,2025-12-16 23:15:00+00:00,2025-12-16 23:45:00+00:00,0.011581,0.01169681,-10.00000000000008,1.2,-11.20000000000008,LOSS,10,100.0,10
AVAAIUSDT,SHORT,2025-12-16 23:18:00+00:00,2025-12-16 23:45:00+00:00,0.011561,0.01167661,-10.000000000000032,1.2,-11.200000000000031,LOSS,9,100.0,10
AVAAIUSDT,SHORT,2025-12-17 03:21:00+00:00,2025-12-17 03:36:00+00:00,0.011682,0.01144836,20.00000000000002,1.2,18.800000000000022,WIN,5,100.0,10
AVAAIUSDT,SHORT,2025-12-17 03:24:00+00:00,2025-12-17 03:30:00+00:00,0.011765,0.011529699999999999,20.000000000000068,1.2,18.800000000000068,WIN,2,100.0,10
AVAAIUSDT,SHORT,2025-12-17 03:42:00+00:00,2025-12-17 04:18:00+00:00,0.011476,0.01124648,20.000000000000036,1.2,18.800000000000036,WIN,12,100.0,10
AVAAIUSDT,SHORT,2025-12-17 03:48:00+00:00,2025-12-17 04:00:00+00:00,0.011538,0.01130724,20.0,1.2,18.8,WIN,4,100.0,10
SWARMSUSDT,LONG,2025-12-15 13:45:00+00:00,2025-12-15 13:48:00+00:00,0.0157,0.016014,20.000000000000114,1.2,18.800000000000114,WIN,1,100.0,10
