timeframe,total_trades,win_rate,total_pnl,avg_win,avg_loss
1분,678,36.13569321533923,-243.6000000000002,18.800000000000022,-11.20000000000001
3분,539,30.79777365491651,-1056.7999999999986,18.800000000000022,-11.200000000000006
5분,618,39.32038834951456,368.40000000000214,18.800000000000022,-11.200000000000005
