symbol,type,entry_time,exit_time,entry_price,exit_price,gross_pnl,fees,net_pnl,result,bars_held,position_size,leverage,strategy,confidence,btc_trend,coin_trend,btc_change,coin_change,funding_sentiment,rsi
LIGHTUSDT,LONG,2025-12-16 14:19:00+00:00,2025-12-16 14:23:00+00:00,1.204,1.19196,-10.000000000000043,1.2,-11.200000000000042,LOSS,4,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,4.7,SHORT_HEAVY,61.17647058823523
LIGHTUSDT,LONG,2025-12-16 14:20:00+00:00,2025-12-16 14:31:00+00:00,1.1997,1.223694,20.000000000000057,1.2,18.800000000000058,WIN,11,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,4.2,SHORT_HEAVY,51.03668261563005
LIGHTUSDT,LONG,2025-12-16 14:21:00+00:00,2025-12-16 14:31:00+00:00,1.2008,1.2248160000000001,20.00000000000003,1.2,18.80000000000003,WIN,10,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,4.44,SHORT_HEAVY,50.64308681672036
LIGHTUSDT,LONG,2025-12-16 14:22:00+00:00,2025-12-16 14:31:00+00:00,1.1972,1.221144,19.999999999999968,1.2,18.79999999999997,WIN,9,100.0,10,ADVANCED,90,SIDEWAYS,UPTREND,-0.36,4.45,SHORT_HEAVY,42.83333333333339
LIGHTUSDT,LONG,2025-12-16 14:23:00+00:00,2025-12-16 14:25:00+00:00,1.1938,1.217676,20.000000000000007,1.2,18.800000000000008,WIN,2,100.0,10,ADVANCED,90,SIDEWAYS,UPTREND,-0.36,4.17,SHORT_HEAVY,42.904841402337276
LIGHTUSDT,LONG,2025-12-16 14:25:00+00:00,2025-12-16 14:32:00+00:00,1.2076,1.231752,19.999999999999957,1.2,18.799999999999958,WIN,7,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,4.97,SHORT_HEAVY,53.19465081723622
LIGHTUSDT,LONG,2025-12-16 14:26:00+00:00,2025-12-16 14:32:00+00:00,1.2091,1.233282,19.999999999999936,1.2,18.799999999999937,WIN,6,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,4.77,SHORT_HEAVY,57.739938080495335
LIGHTUSDT,LONG,2025-12-16 14:27:00+00:00,2025-12-16 14:28:00+00:00,1.2134,1.201266,-10.000000000000073,1.2,-11.200000000000072,LOSS,1,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,4.9,SHORT_HEAVY,58.76132930513596
LIGHTUSDT,LONG,2025-12-16 14:28:00+00:00,2025-12-16 14:31:00+00:00,1.2035,1.22757,20.00000000000003,1.2,18.80000000000003,WIN,3,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,3.25,SHORT_HEAVY,60.78124999999998
LIGHTUSDT,LONG,2025-12-16 14:29:00+00:00,2025-12-16 14:32:00+00:00,1.2087,1.232874,19.999999999999932,1.2,18.799999999999933,WIN,3,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,4.25,SHORT_HEAVY,67.53445635528331
LIGHTUSDT,LONG,2025-12-16 14:30:00+00:00,2025-12-16 14:33:00+00:00,1.2116,1.199484,-10.000000000000014,1.2,-11.200000000000014,LOSS,3,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,3.88,SHORT_HEAVY,63.573883161512
LIGHTUSDT,LONG,2025-12-16 14:32:00+00:00,2025-12-16 14:33:00+00:00,1.2116,1.199484,-10.000000000000014,1.2,-11.200000000000014,LOSS,1,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,2.89,SHORT_HEAVY,55.680539932508424
LIGHTUSDT,LONG,2025-12-16 14:33:00+00:00,2025-12-16 14:36:00+00:00,1.1981,1.222062,20.000000000000032,1.2,18.800000000000033,WIN,3,100.0,10,ADVANCED,90,SIDEWAYS,UPTREND,-0.36,1.91,SHORT_HEAVY,47.04704704704705
LIGHTUSDT,LONG,2025-12-16 14:34:00+00:00,2025-12-16 14:36:00+00:00,1.1997,1.223694,20.000000000000057,1.2,18.800000000000058,WIN,2,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,0.92,SHORT_HEAVY,50.0
LIGHTUSDT,LONG,2025-12-16 14:35:00+00:00,2025-12-16 14:49:00+00:00,1.2064,1.1943359999999998,-10.000000000000062,1.2,-11.200000000000061,LOSS,14,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,0.67,SHORT_HEAVY,52.72373540856022
LIGHTUSDT,LONG,2025-12-16 14:36:00+00:00,2025-12-16 14:41:00+00:00,1.2206,1.208394,-9.99999999999995,1.2,-11.19999999999995,LOSS,5,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,1.72,SHORT_HEAVY,60.31746031746024
LIGHTUSDT,LONG,2025-12-16 14:37:00+00:00,2025-12-16 14:48:00+00:00,1.216,1.20384,-9.99999999999996,1.2,-11.199999999999958,LOSS,11,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,0.85,SHORT_HEAVY,59.68586387434555
LIGHTUSDT,LONG,2025-12-16 14:38:00+00:00,2025-12-16 14:41:00+00:00,1.2235,1.211265,-9.999999999999996,1.2,-11.199999999999996,LOSS,3,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,1.76,SHORT_HEAVY,61.14381833473506
LIGHTUSDT,LONG,2025-12-16 14:39:00+00:00,2025-12-16 14:41:00+00:00,1.2251,1.212849,-10.000000000000009,1.2,-11.200000000000008,LOSS,2,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,2.13,SHORT_HEAVY,57.961783439490475
LIGHTUSDT,LONG,2025-12-16 14:40:00+00:00,2025-12-16 14:41:00+00:00,1.223,1.2107700000000001,-9.999999999999968,1.2,-11.199999999999967,LOSS,1,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,1.64,SHORT_HEAVY,56.289592760181
LIGHTUSDT,LONG,2025-12-16 14:41:00+00:00,2025-12-16 14:49:00+00:00,1.209,1.1969100000000001,-9.999999999999945,1.2,-11.199999999999944,LOSS,8,100.0,10,ADVANCED,90,SIDEWAYS,UPTREND,-0.36,0.83,SHORT_HEAVY,48.169717138103174
LIGHTUSDT,LONG,2025-12-16 14:42:00+00:00,2025-12-16 14:48:00+00:00,1.217,1.20483,-10.00000000000001,1.2,-11.20000000000001,LOSS,6,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,1.26,SHORT_HEAVY,55.705832628909576
LIGHTUSDT,LONG,2025-12-16 14:43:00+00:00,2025-12-16 14:48:00+00:00,1.2178,1.205622,-10.000000000000018,1.2,-11.200000000000017,LOSS,5,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,2.36,SHORT_HEAVY,53.994732221246664
LIGHTUSDT,LONG,2025-12-16 14:44:00+00:00,2025-12-16 14:49:00+00:00,1.2112,1.1990880000000002,-9.999999999999917,1.2,-11.199999999999916,LOSS,5,100.0,10,ADVANCED,90,SIDEWAYS,UPTREND,-0.36,2.14,SHORT_HEAVY,49.82993197278913
LIGHTUSDT,LONG,2025-12-16 14:46:00+00:00,2025-12-16 14:48:00+00:00,1.216,1.20384,-9.99999999999996,1.2,-11.199999999999958,LOSS,2,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,1.28,SHORT_HEAVY,52.48306997742662
LIGHTUSDT,LONG,2025-12-16 15:03:00+00:00,2025-12-16 15:35:00+00:00,1.2059,1.193841,-10.000000000000036,1.2,-11.200000000000035,LOSS,32,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,0.52,SHORT_HEAVY,58.26494724501757
LIGHTUSDT,LONG,2025-12-16 15:39:00+00:00,2025-12-16 15:46:00+00:00,1.2188,1.243176,19.999999999999957,1.2,18.799999999999958,WIN,7,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,0.94,SHORT_HEAVY,63.55475763016155
LIGHTUSDT,LONG,2025-12-16 15:41:00+00:00,2025-12-16 15:46:00+00:00,1.2314,1.2560280000000001,20.000000000000075,1.2,18.800000000000075,WIN,5,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,1.66,SHORT_HEAVY,67.51918158567776
LIGHTUSDT,LONG,2025-12-16 15:42:00+00:00,2025-12-16 15:46:00+00:00,1.2304,1.255008,19.99999999999997,1.2,18.799999999999972,WIN,4,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,1.44,SHORT_HEAVY,68.12903225806444
LIGHTUSDT,LONG,2025-12-16 15:43:00+00:00,2025-12-16 15:46:00+00:00,1.2299,1.2544980000000001,20.0000000000001,1.2,18.8000000000001,WIN,3,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,1.64,SHORT_HEAVY,65.85365853658536
LIGHTUSDT,LONG,2025-12-16 15:44:00+00:00,2025-12-16 15:46:00+00:00,1.227,1.25154,20.000000000000004,1.2,18.800000000000004,WIN,2,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,1.68,SHORT_HEAVY,64.11609498680738
LIGHTUSDT,LONG,2025-12-16 15:45:00+00:00,2025-12-16 15:46:00+00:00,1.2315,1.25613,19.999999999999943,1.2,18.799999999999944,WIN,1,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,2.44,SHORT_HEAVY,66.04244694132333
LIGHTUSDT,LONG,2025-12-16 15:47:00+00:00,2025-12-16 15:56:00+00:00,1.2478,1.272756,19.999999999999982,1.2,18.799999999999983,WIN,9,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,3.35,SHORT_HEAVY,68.70748299319727
LIGHTUSDT,LONG,2025-12-16 15:53:00+00:00,2025-12-16 15:56:00+00:00,1.2469,1.271838,20.000000000000107,1.2,18.800000000000107,WIN,3,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,3.25,SHORT_HEAVY,66.24277456647386
LIGHTUSDT,LONG,2025-12-16 15:54:00+00:00,2025-12-16 16:01:00+00:00,1.2556,1.280712,20.000000000000018,1.2,18.80000000000002,WIN,7,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,4.31,SHORT_HEAVY,61.92959582790087
LIGHTUSDT,LONG,2025-12-16 15:55:00+00:00,2025-12-16 16:02:00+00:00,1.262,1.24938,-10.00000000000006,1.2,-11.20000000000006,LOSS,7,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,4.75,SHORT_HEAVY,69.81865284974087
LIGHTUSDT,LONG,2025-12-16 15:57:00+00:00,2025-12-16 16:02:00+00:00,1.2601,1.247499,-10.000000000000068,1.2,-11.200000000000067,LOSS,5,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,4.81,SHORT_HEAVY,69.40874035989715
LIGHTUSDT,LONG,2025-12-16 16:00:00+00:00,2025-12-16 16:02:00+00:00,1.2646,1.251954,-9.99999999999995,1.2,-11.19999999999995,LOSS,2,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,4.88,SHORT_HEAVY,60.76642335766414
LIGHTUSDT,LONG,2025-12-16 16:02:00+00:00,2025-12-16 16:08:00+00:00,1.2594,1.246806,-9.999999999999996,1.2,-11.199999999999996,LOSS,6,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,4.14,SHORT_HEAVY,58.03571428571435
LIGHTUSDT,LONG,2025-12-16 16:03:00+00:00,2025-12-16 16:08:00+00:00,1.2582,1.245618,-10.000000000000075,1.2,-11.200000000000074,LOSS,5,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,4.42,SHORT_HEAVY,62.158469945355115
LIGHTUSDT,LONG,2025-12-16 16:04:00+00:00,2025-12-16 16:08:00+00:00,1.2584,1.245816,-9.999999999999943,1.2,-11.199999999999942,LOSS,4,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,5.38,SHORT_HEAVY,60.42857142857132
LIGHTUSDT,LONG,2025-12-16 16:05:00+00:00,2025-12-16 16:08:00+00:00,1.2598,1.247202,-10.000000000000087,1.2,-11.200000000000086,LOSS,3,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,4.43,SHORT_HEAVY,55.961844197138305
LIGHTUSDT,LONG,2025-12-16 16:06:00+00:00,2025-12-16 16:07:00+00:00,1.2639,1.251261,-10.000000000000053,1.2,-11.200000000000053,LOSS,1,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,4.92,SHORT_HEAVY,57.96661608497715
LIGHTUSDT,LONG,2025-12-16 16:07:00+00:00,2025-12-16 16:08:00+00:00,1.2528,1.2402719999999998,-10.000000000000075,1.2,-11.200000000000074,LOSS,1,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,3.47,SHORT_HEAVY,54.18439716312056
LIGHTUSDT,LONG,2025-12-16 16:20:00+00:00,2025-12-16 16:22:00+00:00,1.267,1.2923399999999998,19.999999999999936,1.2,18.799999999999937,WIN,2,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,1.17,SHORT_HEAVY,52.373660030627775
LIGHTUSDT,LONG,2025-12-16 16:21:00+00:00,2025-12-16 16:25:00+00:00,1.2792,1.304784,20.00000000000004,1.2,18.80000000000004,WIN,4,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,2.06,SHORT_HEAVY,69.87951807228913
LIGHTUSDT,LONG,2025-12-16 16:39:00+00:00,2025-12-16 16:40:00+00:00,1.3642,1.3505580000000001,-9.99999999999995,1.2,-11.19999999999995,LOSS,1,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,9.5,SHORT_HEAVY,58.22846079380448
LIGHTUSDT,LONG,2025-12-16 16:40:00+00:00,2025-12-16 16:41:00+00:00,1.3708,1.357092,-10.000000000000037,1.2,-11.200000000000037,LOSS,1,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,9.87,SHORT_HEAVY,57.902439024390254
LIGHTUSDT,LONG,2025-12-16 16:41:00+00:00,2025-12-16 16:43:00+00:00,1.3723,1.3585770000000001,-9.999999999999948,1.2,-11.199999999999948,LOSS,2,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,10.17,SHORT_HEAVY,61.20162932790227
LIGHTUSDT,LONG,2025-12-16 16:42:00+00:00,2025-12-16 16:43:00+00:00,1.3761,1.3623390000000002,-9.999999999999936,1.2,-11.199999999999935,LOSS,1,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,10.63,SHORT_HEAVY,60.782295419454485
LIGHTUSDT,LONG,2025-12-16 16:43:00+00:00,2025-12-16 16:46:00+00:00,1.3632,1.390464,19.999999999999968,1.2,18.79999999999997,WIN,3,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,9.29,SHORT_HEAVY,52.73209549071618
LIGHTUSDT,LONG,2025-12-16 16:54:00+00:00,2025-12-16 16:59:00+00:00,1.3912,1.419024,20.000000000000053,1.2,18.800000000000054,WIN,5,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,4.59,SHORT_HEAVY,61.11111111111103
LIGHTUSDT,LONG,2025-12-16 16:55:00+00:00,2025-12-16 16:59:00+00:00,1.39,1.4178,20.000000000000036,1.2,18.800000000000036,WIN,4,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,3.86,SHORT_HEAVY,59.672131147540824
LIGHTUSDT,LONG,2025-12-16 16:56:00+00:00,2025-12-16 16:59:00+00:00,1.398,1.42596,19.999999999999993,1.2,18.799999999999994,WIN,3,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,5.25,SHORT_HEAVY,61.442006269592305
LIGHTUSDT,LONG,2025-12-16 16:57:00+00:00,2025-12-16 16:59:00+00:00,1.3963,1.4242260000000002,20.000000000000085,1.2,18.800000000000086,WIN,2,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,4.65,SHORT_HEAVY,69.58579881656807
LIGHTUSDT,LONG,2025-12-16 16:58:00+00:00,2025-12-16 16:59:00+00:00,1.3957,1.423614,19.999999999999996,1.2,18.799999999999997,WIN,1,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.36,3.16,SHORT_HEAVY,68.615751789976
