symbol,type,entry_time,exit_time,entry_price,exit_price,gross_pnl,fees,net_pnl,result,bars_held,position_size,leverage,strategy,confidence,btc_trend,coin_trend,btc_change,coin_change,funding_sentiment,rsi
LIGHTUSDT,LONG,2025-12-13 22:45:00+00:00,2025-12-13 22:50:00+00:00,1.0458,1.035342,-10.000000000000075,1.2,-11.200000000000074,LOSS,1,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,1.49,SHORT_HEAVY,64.96894409937889
LIGHTUSDT,LONG,2025-12-14 02:15:00+00:00,2025-12-14 02:25:00+00:00,1.031,1.05162,20.000000000000078,1.2,18.80000000000008,WIN,2,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,1.94,SHORT_HEAVY,66.8604651162789
LIGHTUSDT,LONG,2025-12-14 02:20:00+00:00,2025-12-14 02:40:00+00:00,1.0392,1.028808,-9.99999999999996,1.2,-11.199999999999958,LOSS,4,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,2.09,SHORT_HEAVY,69.89436619718299
LIGHTUSDT,LONG,2025-12-14 02:35:00+00:00,2025-12-14 02:40:00+00:00,1.039,1.02861,-9.999999999999904,1.2,-11.199999999999903,LOSS,1,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,2.4,SHORT_HEAVY,68.26923076923069
LIGHTUSDT,LONG,2025-12-14 02:40:00+00:00,2025-12-14 02:45:00+00:00,1.0302,1.019898,-10.000000000000034,1.2,-11.200000000000033,LOSS,1,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,1.0,SHORT_HEAVY,60.47087980173477
LIGHTUSDT,LONG,2025-12-14 03:55:00+00:00,2025-12-14 04:35:00+00:00,1.0286,1.018314,-10.000000000000018,1.2,-11.200000000000017,LOSS,8,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,1.51,SHORT_HEAVY,60.69078947368409
LIGHTUSDT,LONG,2025-12-14 04:00:00+00:00,2025-12-14 04:35:00+00:00,1.0278,1.017522,-10.000000000000009,1.2,-11.200000000000008,LOSS,7,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,1.3,SHORT_HEAVY,62.862010221465184
LIGHTUSDT,LONG,2025-12-14 04:05:00+00:00,2025-12-14 04:25:00+00:00,1.0344,1.024056,-9.999999999999911,1.2,-11.19999999999991,LOSS,4,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,2.13,SHORT_HEAVY,67.23338485316847
LIGHTUSDT,LONG,2025-12-14 04:25:00+00:00,2025-12-14 04:35:00+00:00,1.0297,1.019403,-10.0,1.2,-11.2,LOSS,2,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,1.11,SHORT_HEAVY,62.56410256410252
LIGHTUSDT,SHORT,2025-12-14 06:25:00+00:00,2025-12-14 07:00:00+00:00,1.0194,1.0295940000000001,-10.000000000000036,1.2,-11.200000000000035,LOSS,7,100.0,10,BASIC,60,SIDEWAYS,DOWNTREND,-0.4,-0.82,SHORT_HEAVY,54.94137353433838
LIGHTUSDT,LONG,2025-12-14 07:00:00+00:00,2025-12-14 07:30:00+00:00,1.0338,1.023462,-9.99999999999996,1.2,-11.199999999999958,LOSS,6,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,2.23,SHORT_HEAVY,64.31137724550905
LIGHTUSDT,LONG,2025-12-14 07:05:00+00:00,2025-12-14 07:25:00+00:00,1.0348,1.024452,-10.000000000000021,1.2,-11.20000000000002,LOSS,4,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,2.09,SHORT_HEAVY,65.66626650660274
LIGHTUSDT,LONG,2025-12-14 07:10:00+00:00,2025-12-14 07:20:00+00:00,1.0414,1.0309860000000002,-9.999999999999925,1.2,-11.199999999999925,LOSS,2,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,1.94,SHORT_HEAVY,68.87640449438211
LIGHTUSDT,LONG,2025-12-14 07:15:00+00:00,2025-12-14 07:30:00+00:00,1.0332,1.0228679999999999,-10.000000000000009,1.2,-11.200000000000008,LOSS,3,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,0.53,SHORT_HEAVY,67.28869374313933
LIGHTUSDT,LONG,2025-12-14 11:15:00+00:00,2025-12-14 11:45:00+00:00,1.0057,1.025814,19.999999999999968,1.2,18.79999999999997,WIN,6,100.0,10,ADVANCED,90,SIDEWAYS,UPTREND,-0.4,1.38,SHORT_HEAVY,46.037735849056624
LIGHTUSDT,LONG,2025-12-14 11:30:00+00:00,2025-12-14 11:45:00+00:00,1.0055,1.0256100000000001,20.00000000000007,1.2,18.80000000000007,WIN,3,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,2.73,SHORT_HEAVY,54.3909348441927
LIGHTUSDT,LONG,2025-12-14 11:35:00+00:00,2025-12-14 12:20:00+00:00,1.017,1.00683,-10.000000000000014,1.2,-11.200000000000014,LOSS,9,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,8.69,SHORT_HEAVY,67.7989130434782
LIGHTUSDT,LONG,2025-12-14 11:40:00+00:00,2025-12-14 12:20:00+00:00,1.0195,1.0093050000000001,-9.999999999999956,1.2,-11.199999999999955,LOSS,8,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,6.96,SHORT_HEAVY,64.3072289156627
LIGHTUSDT,LONG,2025-12-14 11:45:00+00:00,2025-12-14 11:55:00+00:00,1.0247,1.0144529999999998,-10.000000000000115,1.2,-11.200000000000115,LOSS,2,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,4.18,SHORT_HEAVY,61.525974025973994
LIGHTUSDT,LONG,2025-12-14 11:50:00+00:00,2025-12-14 11:55:00+00:00,1.0255,1.0152450000000002,-9.999999999999904,1.2,-11.199999999999903,LOSS,1,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,2.8,SHORT_HEAVY,69.2307692307692
LIGHTUSDT,LONG,2025-12-14 11:55:00+00:00,2025-12-14 12:20:00+00:00,1.0164,1.006236,-10.00000000000006,1.2,-11.20000000000006,LOSS,5,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,1.81,SHORT_HEAVY,56.74342105263152
LIGHTUSDT,LONG,2025-12-14 12:00:00+00:00,2025-12-14 12:20:00+00:00,1.0164,1.006236,-10.00000000000006,1.2,-11.20000000000006,LOSS,4,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,2.04,SHORT_HEAVY,68.45238095238074
LIGHTUSDT,LONG,2025-12-14 12:05:00+00:00,2025-12-14 12:20:00+00:00,1.0163,1.006137,-9.999999999999924,1.2,-11.199999999999923,LOSS,3,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,4.23,SHORT_HEAVY,66.87370600414062
LIGHTUSDT,LONG,2025-12-14 12:10:00+00:00,2025-12-14 12:25:00+00:00,1.0156,1.005444,-10.000000000000053,1.2,-11.200000000000053,LOSS,3,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,0.55,SHORT_HEAVY,61.52073732718887
LIGHTUSDT,LONG,2025-12-14 15:40:00+00:00,2025-12-14 15:50:00+00:00,0.9895,1.00929,19.99999999999997,1.2,18.799999999999972,WIN,2,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,1.09,SHORT_HEAVY,58.257713248638794
LIGHTUSDT,LONG,2025-12-14 15:45:00+00:00,2025-12-14 15:50:00+00:00,0.9908,1.010616,19.999999999999943,1.2,18.799999999999944,WIN,1,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,0.95,SHORT_HEAVY,65.23437500000003
LIGHTUSDT,LONG,2025-12-14 15:55:00+00:00,2025-12-14 16:05:00+00:00,1.0132,1.0334640000000002,20.000000000000057,1.2,18.800000000000058,WIN,2,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,3.48,SHORT_HEAVY,69.90881458966568
LIGHTUSDT,LONG,2025-12-14 17:20:00+00:00,2025-12-14 17:25:00+00:00,1.1691,1.157409,-10.0000000000001,1.2,-11.200000000000099,LOSS,1,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,19.39,SHORT_HEAVY,67.90820165538
LIGHTUSDT,LONG,2025-12-14 17:25:00+00:00,2025-12-14 17:50:00+00:00,1.1669,1.1902380000000001,20.00000000000007,1.2,18.80000000000007,WIN,5,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,17.77,SHORT_HEAVY,64.2857142857143
LIGHTUSDT,LONG,2025-12-14 17:30:00+00:00,2025-12-14 17:45:00+00:00,1.1723,1.160577,-9.99999999999994,1.2,-11.199999999999939,LOSS,3,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,18.08,SHORT_HEAVY,68.07354784788964
LIGHTUSDT,LONG,2025-12-14 17:35:00+00:00,2025-12-14 17:45:00+00:00,1.1746,1.162854,-10.000000000000028,1.2,-11.200000000000028,LOSS,2,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,18.67,SHORT_HEAVY,57.22284434490482
LIGHTUSDT,LONG,2025-12-14 17:40:00+00:00,2025-12-14 17:45:00+00:00,1.1726,1.1608740000000002,-9.999999999999917,1.2,-11.199999999999916,LOSS,1,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,18.94,SHORT_HEAVY,55.88069780528984
LIGHTUSDT,LONG,2025-12-14 17:45:00+00:00,2025-12-14 17:50:00+00:00,1.168,1.19136,20.00000000000004,1.2,18.80000000000004,WIN,1,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,17.73,SHORT_HEAVY,56.35641316685583
LIGHTUSDT,LONG,2025-12-14 17:50:00+00:00,2025-12-14 18:00:00+00:00,1.1913,1.179387,-10.000000000000053,1.2,-11.200000000000053,LOSS,2,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,20.02,SHORT_HEAVY,58.589122240172316
LIGHTUSDT,LONG,2025-12-14 17:55:00+00:00,2025-12-14 18:00:00+00:00,1.2026,1.1905739999999998,-10.000000000000078,1.2,-11.200000000000077,LOSS,1,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,21.18,SHORT_HEAVY,65.77217962760125
LIGHTUSDT,LONG,2025-12-14 18:00:00+00:00,2025-12-14 18:05:00+00:00,1.1912,1.215024,20.000000000000057,1.2,18.800000000000058,WIN,1,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,20.18,SHORT_HEAVY,69.34180138568125
LIGHTUSDT,LONG,2025-12-14 18:15:00+00:00,2025-12-14 18:20:00+00:00,1.166,1.15434,-10.000000000000004,1.2,-11.200000000000003,LOSS,1,100.0,10,ADVANCED,90,SIDEWAYS,UPTREND,-0.4,14.85,SHORT_HEAVY,46.40410958904105
LIGHTUSDT,LONG,2025-12-14 18:20:00+00:00,2025-12-14 18:25:00+00:00,1.1518,1.140282,-9.999999999999929,1.2,-11.199999999999928,LOSS,1,100.0,10,ADVANCED,90,SIDEWAYS,UPTREND,-0.4,13.68,SHORT_HEAVY,47.571679344646
LIGHTUSDT,LONG,2025-12-14 18:25:00+00:00,2025-12-14 18:30:00+00:00,1.1446,1.167492,19.999999999999925,1.2,18.799999999999926,WIN,1,100.0,10,ADVANCED,90,SIDEWAYS,UPTREND,-0.4,12.0,SHORT_HEAVY,41.72185430463579
LIGHTUSDT,LONG,2025-12-14 23:25:00+00:00,2025-12-14 23:40:00+00:00,1.124,1.1127600000000002,-9.999999999999925,1.2,-11.199999999999925,LOSS,3,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,1.92,SHORT_HEAVY,56.57698056801197
LIGHTUSDT,LONG,2025-12-15 00:25:00+00:00,2025-12-15 00:35:00+00:00,1.1237,1.112463,-9.999999999999948,1.2,-11.199999999999948,LOSS,2,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,1.37,SHORT_HEAVY,58.2809224318657
LIGHTUSDT,LONG,2025-12-15 00:30:00+00:00,2025-12-15 01:00:00+00:00,1.1227,1.145154,19.999999999999975,1.2,18.799999999999976,WIN,6,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,1.74,SHORT_HEAVY,51.37067938021452
LIGHTUSDT,LONG,2025-12-15 00:35:00+00:00,2025-12-15 01:00:00+00:00,1.119,1.14138,20.000000000000057,1.2,18.800000000000058,WIN,5,100.0,10,ADVANCED,90,SIDEWAYS,UPTREND,-0.4,1.73,SHORT_HEAVY,47.02380952380947
LIGHTUSDT,LONG,2025-12-15 00:45:00+00:00,2025-12-15 01:00:00+00:00,1.126,1.14852,20.00000000000009,1.2,18.80000000000009,WIN,3,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,1.2,SHORT_HEAVY,51.84851217312894
LIGHTUSDT,LONG,2025-12-15 00:50:00+00:00,2025-12-15 01:40:00+00:00,1.1301,1.118799,-10.000000000000004,1.2,-11.200000000000003,LOSS,10,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,1.25,SHORT_HEAVY,57.94920037629353
LIGHTUSDT,LONG,2025-12-15 01:25:00+00:00,2025-12-15 01:35:00+00:00,1.1483,1.1368170000000002,-9.99999999999992,1.2,-11.19999999999992,LOSS,2,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,1.26,SHORT_HEAVY,59.89804587935434
LIGHTUSDT,LONG,2025-12-15 01:40:00+00:00,2025-12-15 02:15:00+00:00,1.1276,1.150152,20.000000000000114,1.2,18.800000000000114,WIN,7,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,1.78,SHORT_HEAVY,52.136006974716615
LIGHTUSDT,LONG,2025-12-15 01:45:00+00:00,2025-12-15 02:10:00+00:00,1.1263,1.1488260000000001,20.00000000000004,1.2,18.80000000000004,WIN,5,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,0.53,SHORT_HEAVY,53.25022261798758
LIGHTUSDT,LONG,2025-12-15 02:10:00+00:00,2025-12-15 02:25:00+00:00,1.1492,1.1721840000000001,20.000000000000103,1.2,18.800000000000104,WIN,3,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,3.79,SHORT_HEAVY,54.07636738906092
LIGHTUSDT,LONG,2025-12-15 02:25:00+00:00,2025-12-15 02:40:00+00:00,1.1644,1.187688,19.999999999999975,1.2,18.799999999999976,WIN,3,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,4.66,SHORT_HEAVY,64.39169139465885
LIGHTUSDT,LONG,2025-12-15 02:30:00+00:00,2025-12-15 02:40:00+00:00,1.1664,1.1897280000000001,20.000000000000007,1.2,18.800000000000008,WIN,2,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,4.05,SHORT_HEAVY,67.10000000000002
LIGHTUSDT,LONG,2025-12-15 02:35:00+00:00,2025-12-15 03:00:00+00:00,1.1793,1.167507,-9.99999999999995,1.2,-11.19999999999995,LOSS,5,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,5.56,SHORT_HEAVY,66.01239669421487
LIGHTUSDT,LONG,2025-12-15 03:00:00+00:00,2025-12-15 03:05:00+00:00,1.1669,1.1552310000000001,-9.99999999999994,1.2,-11.199999999999939,LOSS,1,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,4.28,SHORT_HEAVY,63.54712041884826
LIGHTUSDT,LONG,2025-12-15 03:05:00+00:00,2025-12-15 03:20:00+00:00,1.1549,1.177998,20.000000000000053,1.2,18.800000000000054,WIN,3,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,1.57,SHORT_HEAVY,57.23310170562231
LIGHTUSDT,LONG,2025-12-15 03:10:00+00:00,2025-12-15 03:25:00+00:00,1.1586,1.181772,19.99999999999997,1.2,18.799999999999972,WIN,3,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,2.9,SHORT_HEAVY,59.011264080100204
LIGHTUSDT,LONG,2025-12-15 03:15:00+00:00,2025-12-15 03:40:00+00:00,1.1688,1.1571120000000001,-9.99999999999993,1.2,-11.19999999999993,LOSS,5,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,3.42,SHORT_HEAVY,60.01221001221009
LIGHTUSDT,LONG,2025-12-15 03:20:00+00:00,2025-12-15 03:35:00+00:00,1.1785,1.1667150000000002,-9.999999999999943,1.2,-11.199999999999942,LOSS,3,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,4.14,SHORT_HEAVY,59.13911416094828
LIGHTUSDT,LONG,2025-12-15 03:25:00+00:00,2025-12-15 03:40:00+00:00,1.1693,1.157607,-9.999999999999961,1.2,-11.19999999999996,LOSS,3,100.0,10,ADVANCED,90,SIDEWAYS,UPTREND,-0.4,2.45,SHORT_HEAVY,49.39024390243902
LIGHTUSDT,LONG,2025-12-15 03:30:00+00:00,2025-12-15 03:35:00+00:00,1.1766,1.1648340000000001,-9.99999999999995,1.2,-11.19999999999995,LOSS,1,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,4.27,SHORT_HEAVY,52.31572080887153
LIGHTUSDT,LONG,2025-12-15 03:35:00+00:00,2025-12-15 03:40:00+00:00,1.1616,1.149984,-10.00000000000006,1.2,-11.20000000000006,LOSS,1,100.0,10,ADVANCED,90,SIDEWAYS,UPTREND,-0.4,3.15,SHORT_HEAVY,49.142156862745054
LIGHTUSDT,LONG,2025-12-15 04:00:00+00:00,2025-12-15 04:20:00+00:00,1.1478,1.1363219999999998,-10.000000000000087,1.2,-11.200000000000086,LOSS,4,100.0,10,ADVANCED,90,SIDEWAYS,SIDEWAYS,-0.4,1.9,SHORT_HEAVY,33.75086986778015
LIGHTUSDT,LONG,2025-12-15 07:40:00+00:00,2025-12-15 07:50:00+00:00,1.1221,1.1108790000000002,-9.999999999999932,1.2,-11.199999999999932,LOSS,2,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,0.66,SHORT_HEAVY,52.131546894031715
LIGHTUSDT,LONG,2025-12-15 09:15:00+00:00,2025-12-15 09:20:00+00:00,1.1264,1.1489280000000002,20.00000000000009,1.2,18.80000000000009,WIN,1,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,0.75,SHORT_HEAVY,59.76230899830223
LIGHTUSDT,LONG,2025-12-15 09:25:00+00:00,2025-12-15 09:40:00+00:00,1.1278,1.150356,20.00000000000002,1.2,18.800000000000022,WIN,3,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,0.75,SHORT_HEAVY,60.56971514242879
LIGHTUSDT,LONG,2025-12-15 09:40:00+00:00,2025-12-15 10:00:00+00:00,1.1464,1.1693280000000001,20.00000000000005,1.2,18.80000000000005,WIN,4,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,2.38,SHORT_HEAVY,67.29088639201001
LIGHTUSDT,LONG,2025-12-15 10:30:00+00:00,2025-12-15 10:40:00+00:00,1.1761,1.164339,-9.999999999999924,1.2,-11.199999999999923,LOSS,2,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,5.49,SHORT_HEAVY,67.26039016115345
LIGHTUSDT,LONG,2025-12-15 10:40:00+00:00,2025-12-15 10:45:00+00:00,1.1561,1.179222,20.000000000000075,1.2,18.800000000000075,WIN,1,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,3.81,SHORT_HEAVY,56.134723336006346
LIGHTUSDT,LONG,2025-12-15 10:45:00+00:00,2025-12-15 10:50:00+00:00,1.1779,1.166121,-9.999999999999986,1.2,-11.199999999999985,LOSS,1,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,5.92,SHORT_HEAVY,63.79430159833209
LIGHTUSDT,LONG,2025-12-15 10:50:00+00:00,2025-12-15 10:55:00+00:00,1.1696,1.157904,-9.99999999999994,1.2,-11.199999999999939,LOSS,1,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,5.27,SHORT_HEAVY,58.05555555555549
LIGHTUSDT,LONG,2025-12-15 10:55:00+00:00,2025-12-15 11:15:00+00:00,1.153,1.14147,-10.000000000000036,1.2,-11.200000000000035,LOSS,4,100.0,10,ADVANCED,90,SIDEWAYS,UPTREND,-0.4,3.07,SHORT_HEAVY,46.675900277008296
LIGHTUSDT,LONG,2025-12-15 11:45:00+00:00,2025-12-15 12:05:00+00:00,1.1864,1.1745359999999998,-10.000000000000082,1.2,-11.200000000000081,LOSS,4,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,4.49,SHORT_HEAVY,51.8312985571587
LIGHTUSDT,LONG,2025-12-15 11:50:00+00:00,2025-12-15 12:20:00+00:00,1.1836,1.171764,-9.999999999999963,1.2,-11.199999999999962,LOSS,6,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,4.95,SHORT_HEAVY,58.63151286880106
LIGHTUSDT,LONG,2025-12-15 11:55:00+00:00,2025-12-15 12:05:00+00:00,1.1887,1.176813,-9.999999999999984,1.2,-11.199999999999983,LOSS,2,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,4.2,SHORT_HEAVY,53.78681626928478
LIGHTUSDT,LONG,2025-12-15 12:00:00+00:00,2025-12-15 12:05:00+00:00,1.1986,1.186614,-10.000000000000043,1.2,-11.200000000000042,LOSS,1,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,5.31,SHORT_HEAVY,60.05547850208053
LIGHTUSDT,LONG,2025-12-15 12:05:00+00:00,2025-12-15 12:10:00+00:00,1.2005,1.1884949999999999,-10.000000000000036,1.2,-11.200000000000035,LOSS,1,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,4.72,SHORT_HEAVY,68.3397683397684
LIGHTUSDT,LONG,2025-12-15 12:10:00+00:00,2025-12-15 12:20:00+00:00,1.1916,1.179684,-10.000000000000032,1.2,-11.200000000000031,LOSS,2,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,2.49,SHORT_HEAVY,60.770440251572424
LIGHTUSDT,LONG,2025-12-15 12:15:00+00:00,2025-12-15 12:20:00+00:00,1.1827,1.170873,-10.000000000000027,1.2,-11.200000000000026,LOSS,1,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,2.03,SHORT_HEAVY,58.16403310759976
LIGHTUSDT,LONG,2025-12-15 12:20:00+00:00,2025-12-15 12:50:00+00:00,1.1753,1.163547,-9.999999999999917,1.2,-11.199999999999916,LOSS,6,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,0.87,SHORT_HEAVY,51.426368542791074
LIGHTUSDT,LONG,2025-12-15 12:25:00+00:00,2025-12-15 12:50:00+00:00,1.1829,1.171071,-10.000000000000075,1.2,-11.200000000000074,LOSS,5,100.0,10,ADVANCED,80,SIDEWAYS,UPTREND,-0.4,1.05,SHORT_HEAVY,69.96233521657257
